operation,iteration_number,file_size_label,cpu_percent,memory_used_mb,process_time_sec,encrypted_size_bytes
encryption,1,2MB file,34.6,8.005990028381348,0.036307700000179466,2796562
encryption,2,2MB file,8.3,8.005990028381348,0.04104659999939031,2796562
encryption,3,2MB file,7.7,8.005990028381348,0.03480140000101528,2796562
encryption,4,2MB file,44.0,8.005990028381348,0.05032790000041132,2796562
encryption,5,2MB file,29.0,8.005990028381348,0.0582905999981449,2796562
encryption,6,2MB file,32.0,8.005990028381348,0.05214880000130506,2796562
encryption,7,2MB file,34.6,8.005990028381348,0.05092490000242833,2796562
encryption,8,2MB file,4.2,8.005990028381348,0.05470250000144006,2796562
encryption,9,2MB file,12.5,8.005990028381348,0.04716519999783486,2796562
encryption,10,2MB file,16.7,8.005990028381348,0.03834920000008424,2796562
encryption,11,2MB file,8.0,8.005990028381348,0.033213399998203386,2796562
encryption,12,2MB file,8.3,8.005990028381348,0.027602799997112015,2796562
encryption,13,2MB file,45.8,8.005990028381348,0.04960700000083307,2796562
encryption,14,2MB file,83.3,8.005990028381348,0.05405780000000959,2796562
encryption,15,2MB file,48.0,8.005990028381348,0.07048270000086632,2796562
encryption,16,2MB file,68.0,8.005990028381348,0.06485860000248067,2796562
encryption,17,2MB file,29.2,8.005990028381348,0.05584070000259089,2796562
encryption,18,2MB file,56.0,8.005990028381348,0.0634965999997803,2796562
encryption,19,2MB file,40.6,8.005990028381348,0.046476500003336696,2796562
encryption,20,2MB file,12.0,8.005990028381348,0.04478680000102031,2796562
encryption,21,2MB file,16.7,8.005990028381348,0.06657980000090902,2796562
encryption,22,2MB file,10.7,8.005990028381348,0.03790429999935441,2796562
encryption,23,2MB file,33.3,8.005990028381348,0.041824199997790856,2796562
encryption,24,2MB file,7.7,8.005990028381348,0.042946699999447446,2796562
encryption,25,2MB file,14.3,8.005990028381348,0.044336099999782164,2796562
encryption,26,2MB file,12.5,8.005990028381348,0.041587200001231395,2796562
encryption,27,2MB file,13.3,8.005990028381348,0.042920799998682924,2796562
encryption,28,2MB file,12.5,8.005990028381348,0.04214709999723709,2796562
encryption,29,2MB file,45.8,8.005990028381348,0.043769200001406716,2796562
encryption,30,2MB file,8.3,8.005990028381348,0.04928790000121808,2796562
encryption,31,2MB file,28.1,8.005990028381348,0.053324000000429805,2796562
encryption,32,2MB file,18.8,8.005990028381348,0.04576620000079856,2796562
encryption,33,2MB file,16.0,8.005990028381348,0.05710159999944153,2796562
encryption,34,2MB file,16.7,8.005990028381348,0.047215200000209734,2796562
encryption,35,2MB file,36.4,8.005990028381348,0.05935549999776413,2796562
encryption,36,2MB file,22.2,8.005990028381348,0.04279870000027586,2796562
encryption,37,2MB file,60.0,8.005990028381348,0.04565970000112429,2796562
encryption,38,2MB file,15.6,8.005990028381348,0.03488330000254791,2796562
encryption,39,2MB file,13.8,8.005990028381348,0.04022679999980028,2796562
encryption,40,2MB file,40.0,8.005990028381348,0.03321010000217939,2796562
encryption,41,2MB file,25.0,8.005990028381348,0.035647199998493306,2796562
encryption,42,2MB file,13.0,8.005990028381348,0.030736699998669792,2796562
encryption,43,2MB file,4.5,8.005990028381348,0.031754399999044836,2796562
encryption,44,2MB file,7.7,8.005990028381348,0.027479600001242943,2796562
encryption,45,2MB file,10.0,8.005990028381348,0.027644000001600944,2796562
encryption,46,2MB file,23.5,8.005990028381348,0.029260200000862824,2796562
encryption,47,2MB file,8.3,8.005990028381348,0.040346300000237534,2796562
encryption,48,2MB file,34.4,8.005990028381348,0.032647399999405025,2796562
encryption,49,2MB file,10.3,8.005990028381348,0.03840130000025965,2796562
encryption,50,2MB file,3.1,8.005990028381348,0.038780700000643265,2796562
decryption,1,2MB file,16.7,8.673408508300781,0.054212300001381664,2097200
decryption,2,2MB file,30.8,8.673408508300781,0.06950799999685842,2097200
decryption,3,2MB file,16.7,8.673408508300781,0.0773765000012645,2097200
