operation,iteration_number,file_size_label,cpu_percent,memory_used_mb,process_time_sec,encrypted_size_bytes,entropy
encryption,1,500KB file,12.5,1.628413200378418,0.0069654999824706465,512008,7.522200693543046
encryption,2,500KB file,33.3,1.6283597946166992,0.007171900011599064,512008,7.522200693543046
encryption,3,500KB file,32.0,1.6283597946166992,0.006536200002301484,512008,7.522200693543046
encryption,4,500KB file,23.1,1.6283597946166992,0.006154500006232411,512008,7.522200693543046
encryption,5,500KB file,20.8,1.6283597946166992,0.006121600017650053,512008,7.522200693543046
encryption,6,500KB file,8.3,1.6283597946166992,0.006155200011562556,512008,7.522200693543046
encryption,7,500KB file,16.0,1.6283597946166992,0.00755469998694025,512008,7.522200693543046
encryption,8,500KB file,9.7,1.6283597946166992,0.007476300001144409,512008,7.522200693543046
encryption,9,500KB file,4.2,1.6283597946166992,0.006402700004400685,512008,7.522200693543046
encryption,10,500KB file,4.2,1.6283597946166992,0.006020699976943433,512008,7.522200693543046
encryption,11,500KB file,12.5,1.6283597946166992,0.006764599995221943,512008,7.522200693543046
encryption,12,500KB file,44.4,1.6283597946166992,0.006540700007462874,512008,7.522200693543046
encryption,13,500KB file,3.7,1.6283597946166992,0.0068472000129986554,512008,7.522200693543046
encryption,14,500KB file,3.7,1.6283597946166992,0.007366900012129918,512008,7.522200693543046
encryption,15,500KB file,8.0,1.6283597946166992,0.006092199997510761,512008,7.522200693543046
encryption,16,500KB file,8.0,1.6283597946166992,0.0060984000156167895,512008,7.522200693543046
encryption,17,500KB file,8.3,1.6283597946166992,0.006878800020786002,512008,7.522200693543046
encryption,18,500KB file,7.4,1.6283597946166992,0.0061166000086814165,512008,7.522200693543046
encryption,19,500KB file,7.7,1.6283597946166992,0.006450099986977875,512008,7.522200693543046
encryption,20,500KB file,6.9,1.6283597946166992,0.006519700022181496,512008,7.522200693543046
encryption,21,500KB file,11.1,1.6283597946166992,0.007103700016159564,512008,7.522200693543046
encryption,22,500KB file,11.5,1.6283597946166992,0.006386100023519248,512008,7.522200693543046
encryption,23,500KB file,4.2,1.6283597946166992,0.006686200009426102,512008,7.522200693543046
encryption,24,500KB file,4.3,1.6283597946166992,0.006132199981948361,512008,7.522200693543046
encryption,25,500KB file,12.5,1.6283597946166992,0.00644639998790808,512008,7.522200693543046
encryption,26,500KB file,8.7,1.6283597946166992,0.006215800007339567,512008,7.522200693543046
encryption,27,500KB file,4.2,1.6283597946166992,0.006385999993653968,512008,7.522200693543046
