encryption,69,2MB file,42.4,6.667449951171875,0.039021499978844076,2796284
encryption,70,2MB file,96.9,6.667449951171875,0.035516299976734444,2796284
encryption,71,2MB file,51.5,6.667449951171875,0.041485699999611825,2796284
encryption,72,2MB file,87.5,6.667449951171875,0.02464210000471212,2796284
encryption,73,2MB file,37.0,6.667449951171875,0.027067999995779246,2796284
encryption,74,2MB file,37.5,6.667449951171875,0.021896899997955188,2796284
encryption,75,2MB file,62.5,6.667449951171875,0.02470149999135174,2796284
decryption,1,2MB file,40.0,4.000619888305664,0.012073799996869639,2097200
decryption,2,2MB file,48.0,4.000619888305664,0.010510299995075911,2097200
decryption,3,2MB file,46.2,4.000619888305664,0.011038700002245605,2097200
decryption,4,2MB file,40.0,4.000619888305664,0.01029259999631904,2097200
decryption,5,2MB file,8.3,4.000619888305664,0.009742700000060722,2097200
decryption,6,2MB file,14.3,4.000619888305664,0.009635599999455735,2097200
decryption,7,2MB file,26.9,4.000619888305664,0.008905299997422844,2097200
decryption,8,2MB file,36.7,4.000619888305664,0.009585299994796515,2097200
decryption,9,2MB file,69.2,4.000619888305664,0.009595699986675754,2097200
decryption,10,2MB file,12.5,4.000619888305664,0.009300300007453188,2097200
decryption,11,2MB file,52.0,4.000619888305664,0.009252799995010719,2097200
decryption,12,2MB file,25.8,4.000619888305664,0.013369299995247275,2097200
decryption,13,2MB file,18.8,4.000619888305664,0.010726200009230524,2097200
decryption,14,2MB file,20.0,4.000619888305664,0.013891999988118187,2097200
decryption,15,2MB file,48.0,4.000619888305664,0.013378699979512021,2097200
decryption,16,2MB file,21.9,4.000619888305664,0.013065700011793524,2097200
decryption,17,2MB file,51.9,4.000619888305664,0.013207600015448406,2097200
decryption,18,2MB file,33.3,4.000619888305664,0.013057000003755093,2097200
decryption,19,2MB file,16.0,4.000619888305664,0.010525099991355091,2097200
decryption,20,2MB file,45.8,4.000619888305664,0.015432000014698133,2097200
decryption,21,2MB file,50.0,4.000619888305664,0.01371659999131225,2097200
decryption,22,2MB file,36.0,4.000619888305664,0.013955900009023026,2097200
decryption,23,2MB file,48.0,4.000619888305664,0.012214200018206611,2097200
decryption,24,2MB file,85.2,4.000619888305664,0.01660889998311177,2097200
decryption,25,2MB file,29.6,4.000619888305664,0.014138700003968552,2097200
decryption,26,2MB file,4.2,4.000619888305664,0.01378619999741204,2097200
decryption,27,2MB file,70.3,4.000619888305664,0.012991699972189963,2097200
decryption,28,2MB file,23.1,4.000619888305664,0.01306339999428019,2097200
decryption,29,2MB file,38.7,4.000619888305664,0.016543000005185604,2097200
decryption,30,2MB file,64.7,4.000619888305664,0.011371900007361546,2097200
decryption,31,2MB file,42.4,4.000619888305664,0.010013099992647767,2097200
decryption,32,2MB file,45.8,4.000619888305664,0.026453099999343976,2097200
decryption,33,2MB file,92.0,4.000619888305664,0.023962000006577,2097200
decryption,34,2MB file,50.0,4.000619888305664,0.017979600001126528,2097200
decryption,35,2MB file,52.0,4.000619888305664,0.02005799999460578,2097200
decryption,36,2MB file,31.2,4.000619888305664,0.015362400008598343,2097200
decryption,37,2MB file,60.0,4.000619888305664,0.01800749998074025,2097200
decryption,38,2MB file,87.5,4.000619888305664,0.012548700004117563,2097200
decryption,39,2MB file,30.8,4.000619888305664,0.013572600000770763,2097200
decryption,40,2MB file,45.5,4.000619888305664,0.012111899995943531,2097200
decryption,41,2MB file,84.6,4.000619888305664,0.014118899998720735,2097200
decryption,42,2MB file,16.7,4.000619888305664,0.010525899997446686,2097200
decryption,43,2MB file,29.2,4.000619888305664,0.009713100007502362,2097200
decryption,44,2MB file,52.0,4.000619888305664,0.01169569999910891,2097200
decryption,45,2MB file,12.5,4.000619888305664,0.013045100000454113,2097200
decryption,46,2MB file,33.3,4.000619888305664,0.013449299993226305,2097200
decryption,47,2MB file,42.3,4.000619888305664,0.009062600001925603,2097200
decryption,48,2MB file,8.3,4.000619888305664,0.009641699987696484,2097200
decryption,49,2MB file,8.0,4.000619888305664,0.009027599997352809,2097200
decryption,50,2MB file,42.9,4.000619888305664,0.009789600007934496,2097200
decryption,51,2MB file,20.0,4.000619888305664,0.009180699998978525,2097200
decryption,52,2MB file,20.8,4.000619888305664,0.009970800019800663,2097200
decryption,53,2MB file,3.8,4.000619888305664,0.008413099974859506,2097200
decryption,54,2MB file,24.0,4.000619888305664,0.009890400018775836,2097200
decryption,55,2MB file,4.2,4.000619888305664,0.0089577000180725,2097200
decryption,56,2MB file,23.1,4.000619888305664,0.008210700005292892,2097200
decryption,57,2MB file,40.6,4.000619888305664,0.008505300007527694,2097200
decryption,58,2MB file,20.0,4.000619888305664,0.008110099995974451,2097200
decryption,59,2MB file,56.0,4.000619888305664,0.008867799973813817,2097200
decryption,60,2MB file,56.2,4.000619888305664,0.011712999985320494,2097200
decryption,61,2MB file,62.5,4.000619888305664,0.011507200018968433,2097200
decryption,62,2MB file,33.3,4.000619888305664,0.013067899999441579,2097200
decryption,63,2MB file,73.1,4.000619888305664,0.013357400021050125,2097200
decryption,64,2MB file,97.9,4.000619888305664,0.014427399990381673,2097200
decryption,65,2MB file,72.0,4.000619888305664,0.016574200009927154,2097200
decryption,66,2MB file,41.7,4.000619888305664,0.015127899998333305,2097200
decryption,67,2MB file,44.0,4.000619888305664,0.013305100001161918,2097200
decryption,68,2MB file,68.8,4.000619888305664,0.010581100010313094,2097200
decryption,69,2MB file,37.5,4.000619888305664,0.011085800011642277,2097200
decryption,70,2MB file,32.0,4.000619888305664,0.010824800003319979,2097200
decryption,71,2MB file,92.6,4.000619888305664,0.062413299980107695,2097200
decryption,72,2MB file,39.4,4.000619888305664,0.027655199985019863,2097200
decryption,73,2MB file,54.2,4.000619888305664,0.013820099993608892,2097200
decryption,74,2MB file,36.0,4.000619888305664,0.011898099997779354,2097200
decryption,75,2MB file,35.7,4.000619888305664,0.01410630001919344,2097200
