operation,iteration_number,file_size_label,cpu_percent,memory_used_mb,process_time_sec,encrypted_size_bytes,entropy
encryption,1,1MB file,90.9,3.3413267135620117,0.0318488999910187,1048608,7.522109740425582
encryption,2,1MB file,29.2,3.335139274597168,0.02728400001069531,1048608,7.522109740425582
encryption,3,1MB file,41.7,3.334963798522949,0.021290899981977418,1048608,7.522109740425582
encryption,4,1MB file,55.9,3.3348875045776367,0.021429000014904886,1048608,7.522109740425582
encryption,5,1MB file,68.0,3.334834098815918,0.02055859999381937,1048608,7.522109740425582
encryption,6,1MB file,29.2,3.334780693054199,0.0236952000122983,1048608,7.522109740425582
encryption,7,1MB file,25.0,3.334719657897949,0.0194164999993518,1048608,7.522109740425582
encryption,8,1MB file,39.4,3.3346433639526367,0.032526399998459965,1048608,7.522109740425582
encryption,9,1MB file,52.0,3.334589958190918,0.024321699980646372,1048608,7.522109740425582
encryption,10,1MB file,73.1,3.334536552429199,0.027857500012032688,1048608,7.522109740425582
encryption,11,1MB file,83.3,3.3344831466674805,0.025105400010943413,1048608,7.522109740425582
encryption,12,1MB file,76.5,3.334406852722168,0.021455999987665564,1048608,7.522109740425582
encryption,13,1MB file,56.2,3.334353446960449,0.023147700005210936,1048608,7.522109740425582
encryption,14,1MB file,72.7,3.3343076705932617,0.02517670000088401,1048608,7.522109740425582
encryption,15,1MB file,48.0,3.3342695236206055,0.03285329998470843,1048608,7.522109740425582
encryption,16,1MB file,36.0,3.334261894226074,0.023852999991504475,1048608,7.522109740425582
encryption,17,1MB file,100.0,3.334254264831543,0.025792200001887977,1048608,7.522109740425582
encryption,18,1MB file,56.0,3.3342466354370117,0.020058400026755407,1048608,7.522109740425582
encryption,19,1MB file,77.8,3.3342390060424805,0.023119499994209036,1048608,7.522109740425582
encryption,20,1MB file,41.7,3.334231376647949,0.019156299997121096,1048608,7.522109740425582
encryption,21,1MB file,42.3,3.334223747253418,0.016918800014536828,1048608,7.522109740425582
encryption,22,1MB file,12.5,3.3342161178588867,0.01725780000560917,1048608,7.522109740425582
encryption,23,1MB file,21.4,3.334200859069824,0.015440599992871284,1048608,7.522109740425582
encryption,24,1MB file,20.8,3.334193229675293,0.017509299999801442,1048608,7.522109740425582
encryption,25,1MB file,50.0,3.3341856002807617,0.026541900006122887,1048608,7.522109740425582
encryption,26,1MB file,50.0,3.3341779708862305,0.019233800005167723,1048608,7.522109740425582
encryption,27,1MB file,44.0,3.334170341491699,0.019186499994248152,1048608,7.522109740425582
encryption,28,1MB file,48.3,3.334162712097168,0.021824299998115748,1048608,7.522109740425582
encryption,29,1MB file,43.8,3.334162712097168,0.026414599997224286,1048608,7.522109740425582
encryption,30,1MB file,36.0,3.334162712097168,0.022622300020884722,1048608,7.522109740425582
encryption,31,1MB file,44.4,3.334162712097168,0.02103890001308173,1048608,7.522109740425582
encryption,32,1MB file,24.2,3.334162712097168,0.022143100009998307,1048608,7.522109740425582
encryption,33,1MB file,84.6,3.334162712097168,0.01807679998455569,1048608,7.522109740425582
encryption,34,1MB file,42.9,3.334162712097168,0.02173659999971278,1048608,7.522109740425582
encryption,35,1MB file,32.0,3.334162712097168,0.023406099993735552,1048608,7.522109740425582
encryption,36,1MB file,33.3,3.334162712097168,0.02358999999705702,1048608,7.522109740425582
encryption,37,1MB file,28.0,3.334162712097168,0.019359099998837337,1048608,7.522109740425582
encryption,38,1MB file,50.0,3.334162712097168,0.017360400001052767,1048608,7.522109740425582
encryption,39,1MB file,24.0,3.334162712097168,0.01726369999232702,1048608,7.522109740425582
encryption,40,1MB file,32.4,3.334162712097168,0.018270500004291534,1048608,7.522109740425582
encryption,41,1MB file,28.0,3.334162712097168,0.01877759999479167,1048608,7.522109740425582
encryption,42,1MB file,28.0,3.334162712097168,0.017345900007057935,1048608,7.522109740425582
encryption,43,1MB file,40.7,3.334162712097168,0.01736300002085045,1048608,7.522109740425582
encryption,44,1MB file,30.0,3.334162712097168,0.017553400015458465,1048608,7.522109740425582
encryption,45,1MB file,40.0,3.334162712097168,0.020755500008817762,1048608,7.522109740425582
encryption,46,1MB file,25.0,3.334162712097168,0.019038099999306723,1048608,7.522109740425582
