operation,iteration_number,file_size_label,cpu_percent,memory_used_mb,process_time_sec,encrypted_size_bytes
encryption,1,2MB file,3.3,6.6910810470581055,0.019140800000059244,2796312
encryption,2,2MB file,12.5,6.675317764282227,0.019105800000033923,2796312
encryption,3,2MB file,23.1,6.674692153930664,0.01776739999968413,2796312
encryption,4,2MB file,13.8,6.67442512512207,0.018212200000562007,2796312
encryption,5,2MB file,41.7,6.67418098449707,0.059728199999881326,2796312
encryption,6,2MB file,3.8,6.673967361450195,0.020113100000344275,2796312
encryption,7,2MB file,3.4,6.673768997192383,0.018732700000327895,2796312
encryption,8,2MB file,14.8,6.673540115356445,0.019863200000145298,2796312
encryption,9,2MB file,1.0,6.673181533813477,0.018207600000096136,2796312
encryption,10,2MB file,39.4,6.672632217407227,0.01810219999970286,2796312
encryption,11,2MB file,4.2,6.672586441040039,0.019599500000367698,2796312
encryption,12,2MB file,4.0,6.672525405883789,0.018847399999685877,2796312
encryption,13,2MB file,19.2,6.672479629516602,0.020682299999862153,2796312
encryption,14,2MB file,9.4,6.672433853149414,0.020984499999940454,2796312
encryption,15,2MB file,6.9,6.672380447387695,0.01874450000013894,2796312
encryption,16,2MB file,20.0,6.672365188598633,0.02043130000038218,2796312
encryption,17,2MB file,72.7,6.67234992980957,0.024703000000044995,2796312
encryption,18,2MB file,12.0,6.672334671020508,0.02429649999976391,2796312
encryption,19,2MB file,3.3,6.672319412231445,0.018740700000307697,2796312
encryption,20,2MB file,41.7,6.672304153442383,0.020232200000464218,2796312
encryption,21,2MB file,8.3,6.67228889465332,0.020824700000048324,2796312
encryption,22,2MB file,16.0,6.672273635864258,0.019295499999316235,2796312
encryption,23,2MB file,29.4,6.672258377075195,0.019345099999554805,2796312
encryption,24,2MB file,3.3,6.672250747680664,0.019186099999387807,2796312
encryption,25,2MB file,4.2,6.672243118286133,0.019334899999194022,2796312
encryption,26,2MB file,38.5,6.672235488891602,0.01989049999974668,2796312
encryption,27,2MB file,7.1,6.672235488891602,0.020501700000750134,2796312
encryption,28,2MB file,10.3,6.672235488891602,0.019613399999798276,2796312
encryption,29,2MB file,51.7,6.672235488891602,0.024950799999714945,2796312
encryption,30,2MB file,1.0,6.672235488891602,0.021435099999507656,2796312
encryption,31,2MB file,33.3,6.672235488891602,0.01958050000030198,2796312
encryption,32,2MB file,4.2,6.672235488891602,0.022301800000605,2796312
encryption,33,2MB file,17.4,6.672235488891602,0.020002299999759998,2796312
encryption,34,2MB file,29.6,6.672235488891602,0.02311310000004596,2796312
encryption,35,2MB file,8.0,6.672235488891602,0.019395500000428,2796312
encryption,36,2MB file,31.0,6.672235488891602,0.018219799999315,2796312
encryption,37,2MB file,16.7,6.672235488891602,0.019251200000326207,2796312
encryption,38,2MB file,4.2,6.672235488891602,0.018163500000810018,2796312
encryption,39,2MB file,11.5,6.672235488891602,0.018821200000274985,2796312
encryption,40,2MB file,10.3,6.672235488891602,0.018590199999380275,2796312
encryption,41,2MB file,12.5,6.672235488891602,0.01839560000007623,2796312
encryption,42,2MB file,11.5,6.672235488891602,0.019416399999499845,2796312
encryption,43,2MB file,4.2,6.672235488891602,0.01975769999990007,2796312
encryption,44,2MB file,8.0,6.672235488891602,0.018048199999611825,2796312
encryption,45,2MB file,8.0,6.672235488891602,0.01876280000033148,2796312
encryption,46,2MB file,18.8,6.672235488891602,0.018672700000024633,2796312
encryption,47,2MB file,3.8,6.672235488891602,0.018000200000642508,2796312
encryption,48,2MB file,6.9,6.672235488891602,0.017873599999802536,2796312
encryption,49,2MB file,12.1,6.672235488891602,0.01850029999968683,2796312
encryption,50,2MB file,1.0,6.672235488891602,0.018190400000094087,2796312
encryption,51,2MB file,11.1,6.672235488891602,0.0178195999997115,2796312
encryption,52,2MB file,4.2,6.672235488891602,0.01835560000017722,2796312
encryption,53,2MB file,10.7,6.672235488891602,0.017713199999889184,2796312
encryption,54,2MB file,1.0,6.672235488891602,0.018075799999678566,2796312
encryption,55,2MB file,13.3,6.672235488891602,0.018699499999456748,2796312
encryption,56,2MB file,4.2,6.672235488891602,0.017703999999866937,2796312
encryption,57,2MB file,4.3,6.672235488891602,0.018837300000086543,2796312
encryption,58,2MB file,4.2,6.672235488891602,0.02062519999981305,2796312
encryption,59,2MB file,3.3,6.672235488891602,0.019221200000174576,2796312
encryption,60,2MB file,4.2,6.672235488891602,0.019071599999733735,2796312
encryption,61,2MB file,24.0,6.672235488891602,0.018321999999898253,2796312
encryption,62,2MB file,3.7,6.672235488891602,0.01864560000012716,2796312
encryption,63,2MB file,25.8,6.672235488891602,0.019818900000245776,2796312
encryption,64,2MB file,3.4,6.672235488891602,0.018436100000144506,2796312
encryption,65,2MB file,15.4,6.672235488891602,0.018970699999954377,2796312
encryption,66,2MB file,25.0,6.672235488891602,0.02081579999958194,2796312
encryption,67,2MB file,18.8,6.672235488891602,0.02085389999956533,2796312
encryption,68,2MB file,12.5,6.672235488891602,0.01856969999971625,2796312
encryption,69,2MB file,4.5,6.672235488891602,0.018683499999497144,2796312
encryption,70,2MB file,12.5,6.672235488891602,0.019314000000122178,2796312
encryption,71,2MB file,4.2,6.672235488891602,0.018390199999885226,2796312
encryption,72,2MB file,9.1,6.672235488891602,0.01856020000013814,2796312
encryption,73,2MB file,12.0,6.672235488891602,0.018712000000050466,2796312
encryption,74,2MB file,15.4,6.672235488891602,0.017803300000196032,2796312
encryption,75,2MB file,6.7,6.672235488891602,0.018231500000183587,2796312
encryption,76,2MB file,9.7,6.672235488891602,0.019378300000425952,2796312
encryption,77,2MB file,30.0,6.672235488891602,0.01750240000001213,2796312
encryption,78,2MB file,4.3,6.672235488891602,0.019217299999581883,2796312
encryption,79,2MB file,11.5,6.672235488891602,0.017820600000050035,2796312
encryption,80,2MB file,1.0,6.672235488891602,0.018050000000584987,2796312
encryption,81,2MB file,9.4,6.672235488891602,0.017659299999650102,2796312
encryption,82,2MB file,6.5,6.672235488891602,0.020765100000062375,2796312
encryption,83,2MB file,19.2,6.672235488891602,0.0182345000002897,2796312
encryption,84,2MB file,21.9,6.672235488891602,0.019693799999913608,2796312
encryption,85,2MB file,8.0,6.672235488891602,0.018424999999297142,2796312
encryption,86,2MB file,16.7,6.672235488891602,0.017840600000454288,2796312
encryption,87,2MB file,4.2,6.672235488891602,0.018549699999311997,2796312
encryption,88,2MB file,25.0,6.672235488891602,0.020656900000176392,2796312
encryption,89,2MB file,4.2,6.672235488891602,0.017308600000433216,2796312
encryption,90,2MB file,3.6,6.672235488891602,0.017852099999799975,2796312
encryption,91,2MB file,3.3,6.672235488891602,0.018631599999935133,2796312
encryption,92,2MB file,26.9,6.672235488891602,0.01750270000047749,2796312
encryption,93,2MB file,22.2,6.672235488891602,0.02031799999986106,2796312
encryption,94,2MB file,4.2,6.672235488891602,0.020752299999912793,2796312
encryption,95,2MB file,8.3,6.672235488891602,0.018239400000311434,2796312
encryption,96,2MB file,42.9,6.672235488891602,0.03619090000029246,2796312
encryption,97,2MB file,11.5,6.672235488891602,0.01818639999964944,2796312
encryption,98,2MB file,1.0,6.672235488891602,0.01873669999986305,2796312
encryption,99,2MB file,7.4,6.672235488891602,0.01743110000006709,2796312
encryption,100,2MB file,37.5,6.672235488891602,0.018349599999964994,2796312
encryption,101,2MB file,48.0,6.672235488891602,0.024126299999807088,2796312
encryption,102,2MB file,48.4,6.672235488891602,0.025662199999715085,2796312
