operation,iteration_number,file_size_label,cpu_percent,memory_used_mb,process_time_sec,encrypted_size_bytes
encryption,1,500KB file,20.0,1.6341562271118164,0.005865999992238358,682684
encryption,2,500KB file,30.4,1.629098892211914,0.005856300005689263,682684
encryption,3,500KB file,26.9,1.6290531158447266,0.004579400003422052,682684
encryption,4,500KB file,25.0,1.6289920806884766,0.006920199986780062,682684
encryption,5,500KB file,15.8,1.628946304321289,0.010962800006382167,682684
encryption,6,500KB file,21.9,1.6289005279541016,0.015701099997386336,682684
encryption,7,500KB file,18.2,1.6288394927978516,0.01588419999461621,682684
encryption,8,500KB file,22.2,1.6287784576416016,0.006555800006026402,682684
encryption,9,500KB file,39.1,1.628732681274414,0.010039699991466478,682684
encryption,10,500KB file,12.5,1.6286869049072266,0.006672799994703382,682684
encryption,11,500KB file,12.0,1.628641128540039,0.006611999997403473,682684
encryption,12,500KB file,11.5,1.628580093383789,0.011317500000586733,682684
encryption,13,500KB file,7.4,1.6285343170166016,0.007230699993669987,682684
encryption,14,500KB file,14.3,1.628488540649414,0.01423820000491105,682684
encryption,15,500KB file,11.5,1.6284351348876953,0.013226399983977899,682684
encryption,16,500KB file,3.8,1.6284198760986328,0.014455500000622123,682684
encryption,17,500KB file,7.4,1.6284046173095703,0.010479700024006888,682684
encryption,18,500KB file,29.6,1.6283893585205078,0.012977900012629107,682684
encryption,19,500KB file,1.0,1.6283740997314453,0.006994800001848489,682684
encryption,20,500KB file,1.0,1.6283588409423828,0.015289400005713105,682684
encryption,21,500KB file,10.7,1.6283435821533203,0.005300299992086366,682684
encryption,22,500KB file,1.0,1.6283283233642578,0.005922600015765056,682684
encryption,23,500KB file,8.3,1.6282978057861328,0.01552430001902394,682684
encryption,24,500KB file,4.0,1.6282825469970703,0.014713100012158975,682684
encryption,25,500KB file,6.1,1.6282672882080078,0.004677899996750057,682684
encryption,26,500KB file,11.5,1.6282520294189453,0.015858500002650544,682684
encryption,27,500KB file,1.0,1.628244400024414,0.015238499996485189,682684
encryption,28,500KB file,35.7,1.6282367706298828,0.014988600014476106,682684
encryption,29,500KB file,21.4,1.6282367706298828,0.00730290001956746,682684
encryption,30,500KB file,11.5,1.6282367706298828,0.007331300002988428,682684
encryption,31,500KB file,1.0,1.6282367706298828,0.005388999998103827,682684
encryption,32,500KB file,11.1,1.6282367706298828,0.015179300011368468,682684
encryption,33,500KB file,1.0,1.6282367706298828,0.0050672999932430685,682684
encryption,34,500KB file,1.0,1.6282367706298828,0.013790600001811981,682684
encryption,35,500KB file,4.2,1.6282367706298828,0.015941699995892122,682684
encryption,36,500KB file,33.3,1.6282367706298828,0.003951999999117106,682684
