operation,iteration_number,file_size_label,cpu_percent,memory_used_mb,process_time_sec,encrypted_size_bytes
encryption,1,100KB file,12.5,0.5148038864135742,0.0025856494903564453,136592
encryption,2,100KB file,12.5,0.4963493347167969,0.001888275146484375,136592
encryption,3,100KB file,6.5,0.4955406188964844,0.0021681785583496094,136592
encryption,4,100KB file,30.8,0.4953193664550781,0.0019762516021728516,136592
encryption,5,100KB file,81.8,0.4951057434082031,0.003099679946899414,136592
encryption,6,100KB file,80.0,0.4949226379394531,0.0029230117797851562,136592
encryption,7,100KB file,75.0,0.4947547912597656,0.003874063491821289,136592
encryption,8,100KB file,37.5,0.4945716857910156,0.0019488334655761719,136592
encryption,9,100KB file,48.0,0.4941291809082031,0.001880645751953125,136592
encryption,10,100KB file,25.0,0.4937248229980469,0.003178119659423828,136592
encryption,11,100KB file,3.8,0.4937095642089844,0.001905679702758789,136592
encryption,12,100KB file,16.7,0.4936943054199219,0.001989126205444336,136592
encryption,13,100KB file,4.2,0.4936790466308594,0.0019989013671875,136592
encryption,14,100KB file,1.0,0.4936637878417969,0.001951456069946289,136592
encryption,15,100KB file,12.0,0.4936332702636719,0.0019309520721435547,136592
encryption,16,100KB file,16.1,0.4936180114746094,0.001796722412109375,136592
encryption,17,100KB file,16.7,0.4936027526855469,0.0037398338317871094,136592
encryption,18,100KB file,10.7,0.4935874938964844,0.0019986629486083984,136592
encryption,19,100KB file,29.2,0.4935722351074219,0.001878499984741211,136592
encryption,20,100KB file,21.9,0.4935569763183594,0.0020008087158203125,136592
encryption,21,100KB file,4.3,0.4935417175292969,0.003038644790649414,136592
encryption,22,100KB file,10.3,0.4935264587402344,0.002179384231567383,136592
encryption,23,100KB file,29.2,0.4935111999511719,0.001961231231689453,136592
encryption,24,100KB file,15.2,0.4935035705566406,0.001970529556274414,136592
encryption,25,100KB file,12.9,0.4934959411621094,0.003087759017944336,136592
encryption,26,100KB file,25.0,0.4934883117675781,0.0018496513366699219,136592
encryption,27,100KB file,14.8,0.4934883117675781,0.0019240379333496094,136592
encryption,28,100KB file,1.0,0.4934883117675781,0.002089977264404297,136592
encryption,29,100KB file,22.2,0.4934883117675781,0.0019330978393554688,136592
encryption,30,100KB file,6.9,0.4934883117675781,0.002033233642578125,136592
encryption,31,100KB file,18.4,0.4934883117675781,0.0018131732940673828,136592
encryption,32,100KB file,3.8,0.4934883117675781,0.0024001598358154297,136592
encryption,33,100KB file,8.7,0.4934883117675781,0.001956462860107422,136592
encryption,34,100KB file,24.0,0.4934883117675781,0.0019986629486083984,136592
encryption,35,100KB file,4.0,0.4934883117675781,0.0022177696228027344,136592
encryption,36,100KB file,10.7,0.4934883117675781,0.001935720443725586,136592
encryption,37,100KB file,40.7,0.4934883117675781,0.001971721649169922,136592
encryption,38,100KB file,13.0,0.4934883117675781,0.00209808349609375,136592
encryption,39,100KB file,12.5,0.4934883117675781,0.002031564712524414,136592
encryption,40,100KB file,37.5,0.4934883117675781,0.0025038719177246094,136592
encryption,41,100KB file,3.4,0.4934883117675781,0.0019304752349853516,136592
encryption,42,100KB file,4.0,0.4934883117675781,0.002026081085205078,136592
encryption,43,100KB file,9.4,0.4934883117675781,0.0020821094512939453,136592
encryption,44,100KB file,40.0,0.4934883117675781,0.001981019973754883,136592
encryption,45,100KB file,3.6,0.4934883117675781,0.0020537376403808594,136592
encryption,46,100KB file,12.5,0.4934883117675781,0.0018839836120605469,136592
encryption,47,100KB file,12.5,0.4934883117675781,0.0020079612731933594,136592
encryption,48,100KB file,4.0,0.4934883117675781,0.0019414424896240234,136592
encryption,49,100KB file,8.3,0.4934883117675781,0.002021312713623047,136592
encryption,50,100KB file,15.4,0.4934883117675781,0.0020613670349121094,136592
encryption,51,100KB file,4.2,0.4934883117675781,0.0019061565399169922,136592
encryption,52,100KB file,20.0,0.4934883117675781,0.0021533966064453125,136592
encryption,53,100KB file,25.0,0.4934883117675781,0.0020132064819335938,136592
encryption,54,100KB file,1.0,0.4934883117675781,0.001990079879760742,136592
encryption,55,100KB file,3.8,0.4934883117675781,0.0023348331451416016,136592
encryption,56,100KB file,15.4,0.4934883117675781,0.0019865036010742188,136592
encryption,57,100KB file,3.2,0.4934883117675781,0.0020508766174316406,136592
encryption,58,100KB file,20.8,0.4934883117675781,0.0019443035125732422,136592
encryption,59,100KB file,17.9,0.4934883117675781,0.002023458480834961,136592
encryption,60,100KB file,15.6,0.4934883117675781,0.0019457340240478516,136592
encryption,61,100KB file,4.2,0.4934883117675781,0.002430438995361328,136592
encryption,62,100KB file,12.9,0.4934883117675781,0.0020813941955566406,136592
encryption,63,100KB file,4.2,0.4934883117675781,0.0018024444580078125,136592
encryption,64,100KB file,3.8,0.4934883117675781,0.001962423324584961,136592
encryption,65,100KB file,4.0,0.4934883117675781,0.0019502639770507812,136592
encryption,66,100KB file,20.8,0.4934883117675781,0.0019958019256591797,136592
encryption,67,100KB file,1.0,0.4934883117675781,0.0022122859954833984,136592
encryption,68,100KB file,4.2,0.4934883117675781,0.0020182132720947266,136592
encryption,69,100KB file,25.9,0.4934883117675781,0.002022266387939453,136592
encryption,70,100KB file,1.0,0.4934883117675781,0.002034902572631836,136592
encryption,71,100KB file,12.1,0.4934883117675781,0.0019278526306152344,136592
encryption,72,100KB file,8.3,0.4934883117675781,0.0019488334655761719,136592
encryption,73,100KB file,9.7,0.4934883117675781,0.0019383430480957031,136592
encryption,74,100KB file,12.9,0.4934883117675781,0.0019898414611816406,136592
encryption,75,100KB file,4.2,0.4934883117675781,0.002012014389038086,136592
encryption,76,100KB file,8.0,0.4934883117675781,0.0020301342010498047,136592
encryption,77,100KB file,3.1,0.4934883117675781,0.0019788742065429688,136592
encryption,78,100KB file,100.0,0.4934883117675781,0.002203226089477539,136592
encryption,79,100KB file,4.2,0.4934883117675781,0.002214193344116211,136592
encryption,80,100KB file,16.7,0.4934883117675781,0.001840829849243164,136592
encryption,81,100KB file,6.7,0.4934883117675781,0.0020270347595214844,136592
encryption,82,100KB file,4.2,0.4934883117675781,0.002397298812866211,136592
encryption,83,100KB file,56.0,0.4934883117675781,0.0019004344940185547,136592
encryption,84,100KB file,24.0,0.4934883117675781,0.0016078948974609375,136592
encryption,85,100KB file,13.0,0.4934883117675781,0.0020360946655273438,136592
encryption,86,100KB file,16.7,0.4934883117675781,0.004649639129638672,136592
encryption,87,100KB file,21.9,0.4934883117675781,0.00173187255859375,136592
encryption,88,100KB file,40.0,0.4934883117675781,0.0020012855529785156,136592
encryption,89,100KB file,3.7,0.4934883117675781,0.0018498897552490234,136592
encryption,90,100KB file,16.7,0.4934883117675781,0.004058361053466797,136592
encryption,91,100KB file,56.0,0.4934883117675781,0.0016601085662841797,136592
encryption,92,100KB file,41.7,0.4934883117675781,0.0020101070404052734,136592
encryption,93,100KB file,1.0,0.4934883117675781,0.0018329620361328125,136592
encryption,94,100KB file,25.0,0.4934883117675781,0.0017709732055664062,136592
encryption,95,100KB file,33.3,0.4934883117675781,0.0020825862884521484,136592
encryption,96,100KB file,9.4,0.4934883117675781,0.0019297599792480469,136592
encryption,97,100KB file,8.0,0.4934883117675781,0.002102375030517578,136592
encryption,98,100KB file,3.2,0.4934883117675781,0.0020911693572998047,136592
encryption,99,100KB file,32.0,0.4934883117675781,0.0018727779388427734,136592
encryption,100,100KB file,12.5,0.4934883117675781,0.001993894577026367,136592
decryption,1,100KB file,7.4,0.29814624786376953,0.0015392303466796875,102410
decryption,2,100KB file,8.0,0.2986268997192383,0.001508951187133789,102410
decryption,3,100KB file,30.8,0.29805469512939453,0.0016040802001953125,102410
decryption,4,100KB file,4.2,0.29805469512939453,0.003384828567504883,102410
decryption,5,100KB file,3.2,0.29805469512939453,0.0015912055969238281,102410
decryption,6,100KB file,40.0,0.29805469512939453,0.0016086101531982422,102410
decryption,7,100KB file,18.8,0.29805469512939453,0.0013861656188964844,102410
decryption,8,100KB file,4.2,0.29805469512939453,0.0022077560424804688,102410
decryption,9,100KB file,6.2,0.29805469512939453,0.0013227462768554688,102410
decryption,10,100KB file,40.0,0.29805469512939453,0.0013153553009033203,102410
decryption,11,100KB file,1.0,0.29805469512939453,0.0015597343444824219,102410
decryption,12,100KB file,21.9,0.29805469512939453,0.0014145374298095703,102410
decryption,13,100KB file,4.2,0.29805469512939453,0.0013413429260253906,102410
decryption,14,100KB file,37.5,0.29805469512939453,0.001543283462524414,102410
decryption,15,100KB file,28.0,0.29805469512939453,0.0014624595642089844,102410
decryption,16,100KB file,3.1,0.29805469512939453,0.0015175342559814453,102410
decryption,17,100KB file,12.5,0.29805469512939453,0.002088308334350586,102410
decryption,18,100KB file,4.2,0.29805469512939453,0.0013248920440673828,102410
decryption,19,100KB file,1.0,0.29805469512939453,0.0014154911041259766,102410
decryption,20,100KB file,15.4,0.29805469512939453,0.0013289451599121094,102410
decryption,21,100KB file,4.2,0.29805469512939453,0.001558542251586914,102410
decryption,22,100KB file,3.8,0.29805469512939453,0.0013422966003417969,102410
decryption,23,100KB file,29.2,0.29805469512939453,0.0013332366943359375,102410
decryption,24,100KB file,3.2,0.29805469512939453,0.0013685226440429688,102410
decryption,25,100KB file,1.0,0.29805469512939453,0.001352071762084961,102410
decryption,26,100KB file,18.5,0.29805469512939453,0.0014202594757080078,102410
decryption,27,100KB file,7.4,0.29805469512939453,0.0012984275817871094,102410
decryption,28,100KB file,11.1,0.29805469512939453,0.00182342529296875,102410
decryption,29,100KB file,4.2,0.29805469512939453,0.0015740394592285156,102410
decryption,30,100KB file,4.2,0.29805469512939453,0.0013155937194824219,102410
decryption,31,100KB file,10.3,0.29805469512939453,0.0013477802276611328,102410
decryption,32,100KB file,1.0,0.29805469512939453,0.0017514228820800781,102410
decryption,33,100KB file,10.7,0.29805469512939453,0.0013468265533447266,102410
decryption,34,100KB file,6.9,0.29805469512939453,0.0013282299041748047,102410
decryption,35,100KB file,11.1,0.29805469512939453,0.001386880874633789,102410
decryption,36,100KB file,1.0,0.29805469512939453,0.0014300346374511719,102410
decryption,37,100KB file,15.4,0.29805469512939453,0.0013320446014404297,102410
